start,today,latitude,longitude,gps_precision,Respondent_ID,01_Foods_made_from_grains,02_Whole_grains,03_White_roots_or_tubers,04_Pulses,QC1,05_Vitamin_A-rich_orange_vegetables,06_Dark_green_leafy_vegetables,06a_Dark_green_leafy_vegetables,06b_Dark_green_leafy_vegetables,07_Other_vegetables,08_Vitamin_A-rich_fruits,09_Citrus,10_Other_fruits,10a_Other_fruits,QC2,10b_Other_fruits,11_Baked_or_grain-based_sweets,12_Other_sweets,13_Eggs,14_Cheese,15_Yogurt,16_Processed_meats,17_Unprocessed_red_meat_ruminant,18_Unprocessed_red_meat_non_ruminant,19_Poultry,QC3,20_Fish_or_seafood,21_Nuts_or_seeds,22_Packaged_ultra-processed_salty_snacks,QC4,23_Instant_noodles,24_Deep_fried_foods,25_Milk,26_Sweet tea_coffee_or_cocoa,27_Fruit_juice_or_fruit_drinks,28_Soft_drinks,29_Fast_food
2024-10-14T15:22:15.271+01:00,10/14/2024,8.4865571,8.5187243,2299.999,2.02409E+11,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,,1,0,1,1,1,0,0
2024-10-14T15:26:27.301+01:00,10/14/2024,8.5666482,8.5403659,3.966,153202436,1,0,1,0,,0,0,0,0,1,0,0,1,1,,0,1,0,0,0,0,0,1,0,1,,1,0,0,,0,1,0,0,1,1,0
2024-10-14T15:40:52.727+01:00,10/14/2024,8.9410829,8.5966316,3.859,153188891,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
2024-10-10T10:45:15.802+01:00,10/10/2024,8.5667089,8.5403708,3.603,153200211,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,0,0,0,1,0,1,0
2024-10-14T15:53:02.356+01:00,10/14/2024,8.381819,8.7842398,3.95,153220864,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,,0,1,0,0,1,1,0
2024-10-14T16:01:25.238+01:00,10/14/2024,8.1148517,9.1517637,2.7,153218661,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,1,0
2024-10-14T16:04:18.222+01:00,10/14/2024,8.5217047,8.5283859,1600,153206162,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,0,0,0,0,0,0,0
2024-10-14T11:57:53.138+01:00,10/14/2024,8.4979051,8.537626,3.516,153204617,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
2024-10-14T16:30:37.568+01:00,10/14/2024,8.5240209,8.6145107,3.4,153601989,1,1,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,1,1,0,,0,1,1,1,0,1,0
2024-10-14T16:25:36.950+01:00,10/14/2024,8.9470648,8.5957817,3.66,153184686,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,1,0,0,0,0,0
2024-10-14T17:04:02.525+01:00,10/14/2024,7.7432625,8.5132342,600,153205243,1,0,1,1,,0,1,1,1,1,0,0,1,1,,1,1,1,1,0,0,1,1,0,0,,1,1,1,,0,1,1,1,0,0,0
2024-10-14T17:03:13.033+01:00,10/14/2024,8.9455888,8.5936073,3.863,153187063,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,1,1,0,1,0
2024-10-14T16:59:05.034+01:00,10/14/2024,8.500687,8.5252443,400,153202145,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,1,0
2024-10-14T17:03:46.324+01:00,10/14/2024,8.5321367,8.5320367,3.666,153200544,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,,0,1,0,0,1,1,0
2024-10-14T17:04:07.025+01:00,10/14/2024,8.8498739,8.1360641,3.93,153164921,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,,0,1,1,1,0,1,0
2024-10-14T17:21:46.451+01:00,10/14/2024,8.5312206,8.5738696,3.9,153203974,1,0,1,1,,1,1,1,0,0,1,1,1,1,,1,0,0,0,0,0,0,1,0,0,,0,1,0,,0,1,1,1,0,0,0
2024-10-14T17:28:54.474+01:00,10/14/2024,8.5196776,8.5393746,1.871,1802193583,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,0,1,0,0,0,0,0
2024-10-14T17:33:24.023+01:00,10/14/2024,8.5019362,8.5396569,3.94,153203024,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,0,1,1,0,0,1,0
2024-10-14T17:11:35.805+01:00,10/14/2024,8.4935819,8.5285317,4,153209063,1,0,1,0,,1,1,1,0,0,1,0,0,0,,0,1,0,1,0,0,0,1,0,0,,0,0,0,,0,1,0,0,0,1,0
2024-10-14T18:05:35.968+01:00,10/14/2024,8.9494045,7.6745777,4,153142747,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,1,0
2024-10-14T18:30:23.784+01:00,10/14/2024,8.2403557,8.8024032,3.93,153237444,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,1,0
2024-10-14T18:41:29.142+01:00,10/14/2024,8.7207537,8.5437379,19.832,153195796,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,1,0
2024-10-10T11:37:44.050+01:00,10/10/2024,8.8583409,7.8748113,3.914,153201999,1,0,0,1,,1,1,1,0,1,0,0,1,1,,0,1,0,1,0,0,0,0,0,0,,1,1,0,,0,1,1,1,1,0,1
2024-10-14T15:56:17.785+01:00,10/14/2024,9.0019355,7.4680571,1700,153201999,1,0,1,1,,0,1,1,0,1,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,,0,0,0,,1,1,1,1,0,1,0
2024-10-14T19:18:47.312+01:00,10/14/2024,8.5765267,8.5636284,3.966,153208078,1,1,1,1,,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,1,1,0,1,,1,1,1,,1,1,1,1,1,0,1
2024-10-14T18:24:18.767+01:00,10/14/2024,8.7016776,8.5390063,3.85,153195772,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,,1,1,1,1,1,1,1
2024-10-10T20:09:56.493+01:00,10/10/2024,7.9260174,8.3092563,4,153247299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2024-10-14T18:49:26.930+01:00,10/14/2024,8.3958395,8.5541177,800,153221722,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,,1,0,1,0,1,0,1
2024-10-14T14:19:19.169+01:00,10/14/2024,8.5619,8.5385183,2.913,153205247,1,0,0,0,,0,0,0,0,1,1,0,1,1,,0,0,0,0,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,0
2024-10-17T05:41:36.968+01:00,10/17/2024,8.5290915,8.5222938,3.945,153195330,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,,1,1,1,1,1,0,0
2024-10-17T06:02:24.170+01:00,10/17/2024,8.5133366,8.5545093,6.283,153207874,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,,0,0,0,,1,1,0,1,0,1,0
2024-10-17T06:18:00.117+01:00,10/17/2024,8.3150073,8.9419565,4599.999,153229962,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1
2024-10-17T06:17:50.887+01:00,10/17/2024,8.3847183,7.0820867,3.7,153243129,1,0,0,1,,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,,0,0,0,,0,0,1,1,0,1,0
2024-10-17T06:13:51.227+01:00,10/17/2024,8.1122706,9.1534803,3.94,153219510,1,0,0,1,,0,0,0,0,1,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,,1,1,0,,0,1,0,0,0,0,0
2024-10-17T06:34:09.276+01:00,10/17/2024,8.5082101,8.5282985,3.95,153229415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0
2024-10-17T06:47:11.489+01:00,10/17/2024,8.1116417,9.155195,3.2,153218989,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-10-17T06:46:16.780+01:00,10/17/2024,8.5622717,8.5399728,4,153224332,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2024-10-17T06:45:49.474+01:00,10/17/2024,8.060372,9.3151708,1.441,153215826,1,1,1,0,,0,0,0,0,1,0,0,1,1,,0,1,0,1,0,0,1,1,0,0,,1,0,0,,0,1,0,0,1,0,0
2024-10-17T07:11:31.183+01:00,10/17/2024,8.4934117,8.5284573,3.501,153200759,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
2024-10-17T07:14:45.072+01:00,10/17/2024,8.4935469,8.5286383,3.93,153203224,1,1,0,0,,0,1,1,1,1,0,0,0,0,,0,1,1,0,0,0,1,1,0,0,,1,0,0,,1,1,0,0,0,0,0
2024-10-17T07:13:49.273+01:00,10/17/2024,8.555879,8.5492586,4.411,153201223,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2024-10-17T07:21:54.241+01:00,10/17/2024,8.4990567,8.5375994,699.999,153207232,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,,0,0,1,0,1,0,0
2024-10-17T07:30:11.678+01:00,10/17/2024,8.5661571,8.5012261,1700,153230197,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,,0,1,1,1,0,1,1
2024-10-17T07:28:00.622+01:00,10/17/2024,8.4004257,8.3863882,2700,153247130,1,0,1,1,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,0,1,0,0
2024-10-17T07:37:43.704+01:00,10/17/2024,8.1112943,9.1457146,17.92,153218099,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
2024-10-17T07:44:52.285+01:00,10/17/2024,8.7012492,8.5397503,3.216,153208412,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2024-10-17T07:48:54.072+01:00,10/17/2024,8.7089817,8.5356507,3.833,153197343,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,0,1,1,0
2024-10-17T07:52:31.905+01:00,10/17/2024,8.5046604,8.5414334,3.833,"
153207747",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0
2024-10-17T07:58:28.555+01:00,10/17/2024,8.4834739,8.5043137,1799.999,153269036,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0
2024-10-17T08:01:05.361+01:00,10/17/2024,8.498362,8.5382859,2000,153215150,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0
2024-10-17T07:55:37.139+01:00,10/17/2024,8.3690829,8.7725072,400,153221407,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-10-17T07:46:49.782+01:00,10/17/2024,8.4837981,8.5051721,3.833,153200013,1,1,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,0,0,1,1,0,0
2024-10-17T08:05:21.108+01:00,10/17/2024,8.4977375,8.537665,3.94,153206458,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1
2024-10-17T07:46:36.424+01:00,10/17/2024,8.4838703,8.5052464,3.833,153206716,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0
2024-10-17T08:13:47.635+01:00,10/17/2024,8.947402,8.5987865,3.979,153184187,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-10-17T08:13:36.785+01:00,10/17/2024,8.844487,8.0068888,1.9,153164058,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,,1,1,0,1,1,1,0
2024-10-17T08:17:20.977+01:00,10/17/2024,8.5285674,8.5443945,3.862,153230079,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2024-10-17T08:08:42.525+01:00,10/17/2024,8.5612172,8.5411427,4,153205238,1,0,1,0,,0,1,1,1,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,0,,1,1,0,,0,0,0,0,0,0,0
2024-10-17T07:45:57.557+01:00,10/17/2024,8.4184689,8.588414,500,153220751,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,0,0,0,1,0,0,0
2024-10-17T08:17:13.413+01:00,10/17/2024,8.1478734,8.7941767,3.758,153239349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
2024-10-17T08:17:24.616+01:00,10/17/2024,8.2287824,8.5765949,6.027,153230526,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0,0,1,1,0
2024-10-17T08:21:34.461+01:00,10/17/2024,8.3718352,8.7735358,3.905,153224206,1,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0,0,1,0,0
2024-10-17T08:21:48.307+01:00,10/17/2024,8.5571689,8.5386291,699.999,153166183,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
2024-10-17T08:23:26.701+01:00,10/17/2024,8.936963,8.6100241,0.838,153187073,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-10-17T08:32:04.027+01:00,10/17/2024,8.4955293,8.5279897,1899.999,153200759,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2024-10-17T08:20:43.701+01:00,10/17/2024,8.4909446,8.5366112,3.859,153208441,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
2024-10-17T08:19:23.585+01:00,10/17/2024,8.502014,8.5184678,3.872,153203202,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0
2024-10-17T08:27:08.764+01:00,10/17/2024,8.3655195,8.7680667,6.019,153220864,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
2024-10-17T08:31:24.399+01:00,10/17/2024,9.0380329,7.6861008,3.233,153144051,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
2024-10-17T08:36:28.012+01:00,10/17/2024,8.379075,8.7816683,3.7,153229823,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0
2024-10-17T08:39:58.244+01:00,10/17/2024,8.5205389,8.5228805,4.65,153207169,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,,0,0,0,,0,1,0,1,0,1,0
2024-10-17T08:47:18.461+01:00,10/17/2024,8.8480437,7.8763532,3.922,153155692,1,0,1,1,,0,1,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,1,0,1,0,0,0
2024-10-17T08:40:02.798+01:00,10/17/2024,8.5264979,8.5262738,600,153164883,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-10-17T07:00:12.919+01:00,10/17/2024,8.5251971,8.5231668,2000,15223990,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,1,1,0,1,0
2024-10-17T08:51:07.473+01:00,10/17/2024,8.5733408,8.6200886,3.8,153202947,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
2024-10-17T08:46:13.343+01:00,10/17/2024,8.3982121,8.5523596,699.999,153228811,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,,0,1,1,1,1,1,0
2024-10-17T08:40:03.578+01:00,10/17/2024,8.52047,8.5225533,3.981,153208510,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,1,1,1,0,1,0
2024-10-17T08:58:00.433+01:00,10/17/2024,8.8432914,7.8748855,3.933,153156107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2024-10-17T08:57:29.522+01:00,10/17/2024,8.5013853,8.4926507,3.862,153199032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0
2024-10-17T09:05:18.310+01:00,10/17/2024,8.3715341,8.7738069,1.38,153228205,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2024-10-17T05:43:02.152+01:00,10/17/2024,8.3957993,8.5540761,800,153223739,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,,1,1,0,1,0,1,0
2024-10-17T09:09:41.631+01:00,10/17/2024,8.4100873,8.371858,11.066,153241451,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,1,0,0
2024-10-17T09:14:38.079+01:00,10/17/2024,8.4474563,8.7083644,3.446,153226125,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,,1,0,0,1,1,1,0
2024-10-17T09:19:33.290+01:00,10/17/2024,9.0054219,7.6655361,2200,153147658,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-10-17T09:24:47.183+01:00,10/17/2024,8.5176969,8.5653182,3.64,153209077,1,0,0,0,,0,0,0,0,0,0,1,1,1,,0,1,1,0,0,0,0,1,0,0,,1,0,0,,0,0,1,1,1,1,0
2024-10-17T09:26:02.380+01:00,10/17/2024,8.5195745,8.5260738,3.6,153200157,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,0,1,0,1,0,1,0
2024-10-17T09:33:55.996+01:00,10/17/2024,8.3208246,8.8499377,2.8,153229900,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1
2024-10-17T09:36:11.978+01:00,10/17/2024,8.3208995,8.8498371,0.894,153220985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1
2024-10-17T09:27:17.472+01:00,10/17/2024,8.4018233,8.3685785,2000,153242864,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,,0,1,0,1,1,0,0
2024-10-17T09:34:09.765+01:00,10/17/2024,8.4970114,8.5223066,3.583,153206051,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,,1,1,0,0,1,0,0
2024-10-17T09:37:23.711+01:00,10/17/2024,8.4986868,8.5237553,2.957,153207153,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
2024-10-17T09:43:56.287+01:00,10/17/2024,8.5120865,8.5486439,3.106,153241194,1,0,0,1,,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,,0,0,0,,0,0,0,1,1,1,0
2024-10-17T09:40:10.917+01:00,10/17/2024,8.9812361,7.6254863,5000,153145329,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2024-10-17T09:46:39.835+01:00,10/17/2024,8.3906851,8.3613084,3.98,153243855,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,1,0
2024-10-17T09:54:10.857+01:00,10/17/2024,8.566738,8.5403052,3.85,153200211,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2024-10-17T10:10:42.835+01:00,10/17/2024,8.5679483,8.5575492,3.916,153203863,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,0,0,0,0,1,0,0
2024-10-17T10:17:24.513+01:00,10/17/2024,8.4977137,8.539493,20,153203466,1,0,0,0,,0,0,0,0,0,1,0,1,1,,1,1,0,0,0,0,1,1,0,0,,0,0,0,,0,1,0,1,1,0,0
2024-10-17T10:03:18.775+01:00,10/17/2024,8.1472557,8.7966038,3.84,153231833,1,0,0,0,,0,1,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,0,1,1,0,0
2024-10-17T10:26:37.770+01:00,10/17/2024,8.1533964,8.7985546,2799.999,153238910,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0
2024-10-17T10:24:39.005+01:00,10/17/2024,8.4822894,8.5372097,1.308,153200299,1,0,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,1,1,0,0,0
2024-10-17T06:02:26.186+01:00,10/17/2024,8.5204579,8.6405901,4,153208466,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,1,0,0
2024-10-17T10:28:09.232+01:00,10/17/2024,8.9472776,8.5956377,3.82,153184554,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2024-10-17T10:36:38.553+01:00,10/17/2024,8.5029381,8.5396865,2.962,153200157,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,0,0,1,0,0,0
2024-10-17T10:47:02.996+01:00,10/17/2024,9.0357101,7.6584858,3.942,153186387,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-10-17T10:48:49.247+01:00,10/17/2024,8.5123154,8.5315869,3.98,153203426,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
2024-10-17T10:35:24.093+01:00,10/17/2024,8.5206579,8.5225342,3.98,153199383,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,,0,1,1,1,0,1,0
2024-10-17T11:04:30.999+01:00,10/17/2024,8.5544335,8.5473252,2.634,153245243,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,,0,1,1,1,1,1,0
2024-10-17T11:11:22.564+01:00,10/17/2024,8.5012903,8.5187449,3.752,153209968,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2024-10-17T11:16:40.505+01:00,10/17/2024,8.4913276,8.5203489,3.566,153201268,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024-10-17T11:13:43.540+01:00,10/17/2024,8.5203703,8.5224366,3.656,153241745,1,1,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1
2024-10-17T11:23:45.360+01:00,10/17/2024,8.4894802,8.5249011,400,153204420,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,1,0
2024-10-17T11:25:25.979+01:00,10/17/2024,8.9455955,8.5936205,1.384,153181180,0,1,0,0,,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,0,0,0,0,0,0
2024-10-17T11:29:05.188+01:00,10/17/2024,8.5572993,8.5510235,15,153226557,1,0,0,1,,0,1,1,0,0,1,0,1,1,,0,0,1,1,0,0,0,0,0,1,,0,1,0,,0,0,0,1,1,0,0
2024-10-17T11:27:42.872+01:00,10/17/2024,8.5543753,8.5305995,3.6,153209978,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
